Cow_ID,Age_Years,Breed,Farm_Cleanliness,Env_Temp_7d_Avg_C,Env_Humidity_7d_Avg,Body_Temp_7d_Avg_C,Cow_Movement_7d_Avg_Steps,Milk_Conductivity_7d_Avg_mS_cm,Milk_Yield_7d_Avg_L,Mastitis_Risk_Percentage
COW_0904,3,Holstein,Yes,24.3,52.7,38.82,1636.0,5.79,36.6,33.6
COW_0905,6,Holstein,Yes,33.1,83.1,39.22,1501.0,5.69,30.0,38.4
COW_0906,9,Holstein,Yes,12.7,84.7,39.02,1610.0,5.94,24.4,22.9
COW_0907,10,Guernsey,Yes,31.4,49.7,39.03,2278.0,6.09,20.9,34.6
COW_0908,3,Holstein,Yes,15.5,46.5,38.6,1478.0,5.21,29.3,9.8
COW_0909,4,Holstein,No,20.2,88.8,39.22,1438.0,6.76,22.8,61.6
COW_0910,4,Jersey,Yes,18.2,83.4,39.03,1753.0,6.05,18.8,35.2
COW_0911,2,Jersey,No,20.4,84.7,38.74,1397.0,5.36,13.3,29.8
COW_0912,9,Holstein,Yes,13.9,84.3,38.71,1984.0,5.36,24.6,24.1
COW_0913,7,Jersey,Yes,23.1,67.1,39.45,1342.0,6.07,15.7,60.8
COW_0914,9,Jersey,No,30.8,72.3,39.36,1576.0,6.56,23.7,63.7
COW_0915,10,Jersey,Yes,21.5,67.3,39.2,1695.0,5.59,27.4,28.6
COW_0916,6,Holstein,Yes,22.8,42.6,39.0,984.0,5.82,20.6,27.9
COW_0917,4,Guernsey,Yes,32.1,77.3,38.93,2162.0,5.99,23.4,32.5
COW_0918,6,Holstein,Yes,28.4,65.3,39.16,2171.0,6.13,32.2,52.3
COW_0919,6,Holstein,Yes,22.8,72.4,38.95,1639.0,5.67,30.0,34.7
COW_0920,6,Holstein,Yes,16.7,65.1,38.7,1518.0,5.27,25.5,21.1
COW_0921,4,Holstein,No,33.0,64.6,39.31,1952.0,5.9,34.0,47.7
COW_0922,11,Holstein,Yes,25.0,48.6,39.06,2286.0,5.79,19.4,36.9
COW_0923,5,Jersey,No,15.7,53.9,39.14,1488.0,5.61,20.0,47.4
COW_0924,10,Holstein,No,17.0,47.9,39.27,1568.0,5.77,24.6,35.1
COW_0925,11,Holstein,Yes,30.9,49.8,39.3,1660.0,5.99,17.9,34.5
COW_0926,10,Holstein,Yes,11.1,88.6,39.04,1196.0,5.54,37.1,25.3
COW_0927,3,Holstein,No,35.8,47.7,39.4,1377.0,6.32,23.7,61.0
COW_0928,9,Brown Swiss,No,13.4,53.5,39.24,2154.0,6.04,20.8,41.3
COW_0929,9,Holstein,Yes,30.7,69.5,39.42,1543.0,5.79,26.8,44.2
COW_0930,8,Holstein,Yes,20.3,70.5,38.94,1449.0,5.33,28.5,22.7
COW_0931,9,Holstein,Yes,22.8,47.7,39.28,1569.0,7.31,21.0,66.4
COW_0932,4,Holstein,Yes,32.9,79.7,39.06,1475.0,6.19,19.7,30.9
COW_0933,7,Holstein,Yes,20.7,79.3,39.16,1628.0,5.9,18.1,36.4
COW_0934,2,Jersey,Yes,24.0,51.9,38.84,1272.0,5.76,37.5,25.9
COW_0935,8,Brown Swiss,Yes,11.3,54.4,38.72,1488.0,4.94,20.7,11.9
COW_0936,2,Holstein,Yes,10.1,86.9,38.81,2258.0,4.7,39.6,0.5
COW_0937,10,Jersey,Yes,16.4,81.3,38.59,1845.0,5.5,22.7,30.2
COW_0938,2,Jersey,Yes,27.7,74.9,38.85,1414.0,5.68,29.7,32.8
COW_0939,2,Jersey,Yes,13.2,44.1,38.68,1969.0,5.27,31.7,13.0
COW_0940,8,Holstein,Yes,13.0,60.9,38.79,1669.0,5.51,32.5,18.4
COW_0941,3,Holstein,Yes,20.7,68.0,38.81,1427.0,5.84,29.7,35.1
COW_0942,6,Holstein,Yes,26.8,49.4,38.87,2197.0,5.5,18.4,23.8
COW_0943,9,Jersey,Yes,28.5,62.4,39.23,1918.0,5.44,22.0,32.7
COW_0944,9,Jersey,No,14.6,70.1,39.17,1575.0,6.29,17.7,44.5
COW_0945,4,Holstein,Yes,12.1,56.4,38.79,2016.0,4.64,30.6,10.9
COW_0946,8,Holstein,Yes,34.5,79.0,39.02,1614.0,5.89,18.3,44.0
COW_0947,4,Guernsey,Yes,16.8,82.0,38.6,2096.0,5.32,17.4,10.1
COW_0948,7,Jersey,No,32.2,56.2,39.34,1296.0,6.48,22.8,56.1
COW_0949,7,Brown Swiss,Yes,32.5,81.9,39.39,1703.0,6.39,12.7,63.6
COW_0950,4,Jersey,Yes,30.1,45.2,38.95,1716.0,5.93,26.0,43.5
COW_0951,8,Holstein,Yes,14.4,81.9,38.73,1717.0,5.21,20.6,21.7
COW_0952,4,Holstein,Yes,31.4,47.6,39.46,1383.0,5.96,19.8,48.9
COW_0953,9,Jersey,Yes,30.0,44.1,38.8,2041.0,5.43,14.5,25.9
COW_0954,11,Holstein,Yes,25.5,72.1,39.2,1604.0,5.47,33.8,37.6
COW_0955,5,Holstein,Yes,18.8,63.6,38.74,1584.0,5.47,19.7,19.9
COW_0956,2,Jersey,Yes,16.8,85.4,38.86,1665.0,5.51,25.4,16.9
COW_0957,5,Holstein,Yes,13.2,58.2,38.88,2102.0,5.49,17.7,20.1
COW_0958,8,Jersey,Yes,23.3,54.4,38.67,1159.0,5.46,21.8,30.7
COW_0959,5,Holstein,No,25.2,65.0,38.94,1467.0,5.81,32.9,43.1
COW_0960,7,Brown Swiss,Yes,19.3,62.8,38.84,2221.0,5.34,29.4,17.4
COW_0961,10,Holstein,No,22.4,57.2,38.98,1580.0,5.95,21.5,31.3
COW_0962,2,Holstein,Yes,19.5,74.7,38.79,2078.0,4.86,29.4,0.5
COW_0963,6,Holstein,Yes,26.7,78.0,38.78,2054.0,5.7,22.9,30.4
COW_0964,8,Holstein,Yes,33.4,82.6,39.09,2000.0,6.17,25.5,32.6
COW_0965,2,Jersey,No,14.3,88.6,38.78,1563.0,5.8,30.1,22.7
COW_0966,5,Jersey,Yes,19.9,53.3,38.96,1649.0,6.25,24.2,34.8
COW_0967,7,Holstein,Yes,13.7,75.8,38.7,2135.0,5.72,28.6,25.0
COW_0968,3,Holstein,Yes,26.2,59.7,39.12,2164.0,5.78,28.9,19.3
COW_0969,11,Holstein,Yes,29.0,73.9,38.84,1642.0,5.55,24.0,38.5
COW_0970,6,Holstein,Yes,34.2,63.8,39.24,1492.0,6.48,20.0,52.6
COW_0971,11,Guernsey,Yes,17.3,89.7,38.77,1768.0,5.69,23.0,29.6
COW_0972,2,Jersey,Yes,34.7,76.4,39.52,1896.0,5.97,26.4,56.8
COW_0973,7,Jersey,Yes,11.6,87.6,38.94,2176.0,5.82,31.5,25.7
COW_0974,7,Jersey,Yes,25.7,81.7,39.09,1874.0,5.83,19.5,34.1
COW_0975,5,Holstein,Yes,11.5,85.1,38.98,1476.0,4.9,26.9,11.2
COW_0976,9,Guernsey,Yes,33.2,80.7,39.15,1519.0,5.92,21.0,42.6
COW_0977,5,Jersey,Yes,23.8,63.0,38.94,1694.0,5.31,31.3,36.6
COW_0978,9,Jersey,Yes,27.4,52.6,38.95,2251.0,5.39,24.2,28.3
COW_0979,9,Guernsey,Yes,31.6,58.5,39.23,1518.0,6.01,35.4,37.5
COW_0980,6,Holstein,No,13.9,41.0,38.99,2067.0,6.31,26.5,29.9
COW_0981,5,Jersey,No,11.0,66.2,39.01,1479.0,5.66,31.6,39.7
COW_0982,3,Holstein,No,32.9,65.3,39.58,1225.0,7.21,17.1,81.3
COW_0983,4,Holstein,Yes,18.2,66.3,38.74,2110.0,5.25,29.1,7.2
COW_0984,4,Holstein,Yes,13.4,88.7,38.69,2520.0,5.15,32.5,7.7
COW_0985,5,Brown Swiss,Yes,22.2,85.6,38.88,1564.0,6.13,19.9,42.5
COW_0986,5,Guernsey,Yes,25.6,48.1,39.28,809.0,5.86,25.6,34.6
COW_0987,11,Jersey,Yes,10.8,58.4,38.84,1199.0,5.92,32.2,18.2
COW_0988,6,Jersey,No,17.1,61.2,39.6,1442.0,6.93,20.1,75.1
COW_0989,5,Holstein,No,10.9,58.0,39.15,1131.0,5.62,20.5,41.5
COW_0990,11,Guernsey,No,20.9,79.9,38.97,1305.0,6.19,33.2,51.1
COW_0991,9,Holstein,Yes,33.3,66.2,39.24,1665.0,6.05,19.5,34.7
COW_0992,7,Holstein,Yes,35.5,68.6,39.22,796.0,6.1,24.9,49.4
COW_0993,7,Holstein,Yes,26.6,82.7,39.57,1317.0,6.62,19.2,67.2
COW_0994,9,Jersey,Yes,14.2,80.3,38.81,1399.0,5.19,22.5,23.8
COW_0995,8,Jersey,Yes,33.6,46.6,39.07,1210.0,5.3,30.3,31.1
COW_0996,11,Holstein,Yes,23.4,75.7,38.74,1425.0,5.36,24.9,34.4
COW_0997,11,Holstein,Yes,14.0,61.8,38.83,1392.0,5.13,29.1,27.9
COW_0998,9,Jersey,Yes,34.0,54.7,38.82,1847.0,5.94,14.2,36.4
COW_0999,3,Holstein,Yes,29.7,42.5,38.79,2253.0,4.74,30.4,15.0
COW_1000,10,Jersey,No,29.0,64.4,39.6,1211.0,6.79,17.8,72.1
COW_1001,2,Brown Swiss,Yes,28.4,57.8,38.89,1511.0,5.49,16.4,23.1
COW_1002,9,Holstein,No,15.2,52.6,39.32,1428.0,6.11,33.2,52.3
COW_1003,5,Holstein,Yes,15.5,74.7,38.84,1340.0,5.2,29.4,29.4
COW_1004,5,Jersey,Yes,27.9,78.5,39.15,1253.0,5.87,27.0,38.0
COW_1005,6,Jersey,Yes,15.7,52.2,39.09,1193.0,5.17,33.8,26.3
COW_1006,9,Holstein,Yes,21.4,42.5,38.9,1384.0,5.44,29.9,8.7
COW_1007,6,Brown Swiss,No,30.3,82.4,39.21,1991.0,6.2,19.6,54.9
COW_1008,9,Holstein,Yes,30.4,40.5,38.63,1500.0,5.58,25.6,27.1
COW_1009,11,Holstein,Yes,21.8,86.9,38.92,752.0,5.34,23.9,16.7
COW_1010,2,Jersey,Yes,30.6,71.4,38.96,1516.0,5.74,23.6,35.0
COW_1011,11,Guernsey,No,31.8,56.1,39.28,940.0,6.74,16.3,79.1
COW_1012,10,Holstein,Yes,27.0,52.3,38.96,1690.0,5.72,20.6,41.2
COW_1013,7,Jersey,No,15.9,40.5,39.22,1677.0,5.84,30.6,33.9
COW_1014,4,Holstein,Yes,17.1,51.8,38.64,1860.0,5.42,29.7,22.9
COW_1015,9,Holstein,Yes,18.2,46.9,39.13,1641.0,5.68,22.8,45.2
COW_1016,10,Holstein,Yes,13.0,70.6,39.0,1594.0,5.77,20.9,25.3
COW_1017,7,Guernsey,Yes,17.1,48.3,38.91,1224.0,5.95,24.2,35.2
COW_1018,8,Holstein,Yes,15.4,66.4,38.95,1782.0,5.57,18.2,24.3
COW_1019,2,Holstein,No,21.8,69.5,39.42,1886.0,6.38,24.8,52.9
COW_1020,6,Holstein,Yes,33.6,54.9,39.04,2227.0,5.98,29.9,43.9
COW_1021,6,Guernsey,Yes,12.7,41.8,39.03,1573.0,5.65,37.4,37.8
COW_1022,11,Jersey,Yes,28.7,41.9,39.14,1621.0,5.64,19.9,45.5
COW_1023,5,Jersey,Yes,27.9,41.3,39.27,1764.0,6.11,29.2,45.4
COW_1024,7,Holstein,Yes,12.5,77.0,38.97,2219.0,5.94,22.4,30.6
COW_1025,8,Holstein,Yes,34.0,55.9,38.98,1519.0,6.48,20.0,37.3
COW_1026,10,Holstein,Yes,24.8,79.8,39.03,1630.0,6.81,17.4,67.1
COW_1027,2,Jersey,Yes,19.5,61.6,38.61,1594.0,4.79,29.6,10.6
COW_1028,7,Guernsey,Yes,29.7,62.6,38.73,1893.0,5.3,22.0,26.4
COW_1029,8,Holstein,Yes,16.7,65.6,38.9,2212.0,5.83,24.6,16.7
COW_1030,4,Jersey,Yes,28.0,75.7,38.85,1322.0,5.42,24.7,21.5
COW_1031,9,Holstein,Yes,11.0,53.7,39.01,1488.0,5.86,21.7,34.2
COW_1032,6,Holstein,Yes,31.8,46.1,39.07,1961.0,5.66,21.2,33.6
COW_1033,10,Holstein,No,21.7,67.8,39.11,1703.0,6.7,12.1,59.8
COW_1034,6,Holstein,No,26.6,56.3,39.51,1804.0,6.5,23.7,55.3
COW_1035,10,Holstein,Yes,15.8,62.1,39.23,1958.0,5.62,26.0,22.5
COW_1036,11,Holstein,Yes,27.6,72.3,39.31,1538.0,5.64,21.3,40.4
COW_1037,5,Holstein,No,30.1,64.7,39.33,2197.0,6.35,25.4,54.2
COW_1038,10,Jersey,No,22.3,71.0,39.14,1635.0,6.08,31.4,37.9
COW_1039,6,Holstein,No,26.1,67.2,39.46,597.0,6.46,23.9,48.4
COW_1040,11,Holstein,Yes,21.9,77.0,38.82,1658.0,5.69,33.9,23.5
COW_1041,10,Jersey,Yes,33.2,75.3,38.94,1492.0,5.83,36.6,36.3
COW_1042,4,Holstein,No,22.9,66.7,39.18,1733.0,6.23,35.0,60.9
COW_1043,5,Holstein,Yes,31.9,73.9,38.98,1615.0,5.46,20.6,24.4
COW_1044,10,Jersey,Yes,30.8,83.7,39.0,1966.0,5.87,18.9,41.4
COW_1045,11,Holstein,Yes,20.7,61.6,38.8,2037.0,5.29,25.3,23.1
COW_1046,7,Holstein,Yes,16.0,60.6,38.65,1425.0,5.48,27.8,26.3
COW_1047,3,Holstein,Yes,20.6,78.2,39.06,1661.0,5.48,34.4,25.4
COW_1048,8,Guernsey,Yes,31.5,69.1,38.77,1440.0,5.88,29.3,30.3
COW_1049,3,Holstein,Yes,15.9,43.6,38.61,1961.0,5.05,21.7,13.4
COW_1050,3,Jersey,Yes,23.6,84.6,39.11,1481.0,5.35,23.5,23.4
COW_1051,2,Holstein,Yes,31.0,41.5,39.05,1822.0,5.35,27.0,30.9
COW_1052,4,Holstein,Yes,19.2,77.4,38.87,1739.0,5.36,19.6,18.3
COW_1053,7,Holstein,Yes,26.7,77.9,39.0,1679.0,5.65,26.5,26.8
COW_1054,9,Jersey,Yes,16.4,87.7,38.74,2586.0,5.42,21.2,14.0
COW_1055,10,Holstein,No,12.8,42.7,39.07,1450.0,6.38,16.2,52.3
COW_1056,8,Holstein,Yes,30.7,69.8,39.01,1012.0,6.21,20.5,36.2
COW_1057,5,Holstein,Yes,12.6,61.4,38.47,2315.0,5.11,31.4,9.9
COW_1058,7,Holstein,Yes,17.1,56.5,38.97,2106.0,5.3,28.9,22.9
COW_1059,6,Brown Swiss,No,32.2,44.5,39.18,950.0,6.06,24.8,47.7
COW_1060,9,Holstein,Yes,19.0,68.1,38.79,1505.0,5.32,32.0,25.2
COW_1061,2,Holstein,Yes,35.3,64.0,39.12,1945.0,5.88,32.0,22.2
COW_1062,2,Holstein,Yes,35.5,45.2,39.15,1828.0,6.37,26.4,35.2
COW_1063,7,Brown Swiss,Yes,17.0,70.6,38.95,1815.0,5.53,27.9,24.5
COW_1064,11,Holstein,No,11.1,76.9,39.15,1536.0,6.47,24.4,50.2
COW_1065,3,Holstein,No,28.3,78.4,39.22,1246.0,6.31,23.1,51.2
COW_1066,6,Jersey,Yes,21.7,85.3,39.03,911.0,5.67,15.1,27.3
COW_1067,2,Jersey,Yes,12.6,60.5,38.77,2661.0,4.75,35.0,18.9
COW_1068,8,Holstein,Yes,28.4,87.7,39.2,1397.0,5.61,28.5,33.3
COW_1069,2,Holstein,Yes,10.8,83.3,38.74,1935.0,4.99,21.4,17.7
COW_1070,5,Holstein,Yes,32.6,54.8,38.96,1622.0,5.88,33.0,29.8
COW_1071,10,Holstein,Yes,13.6,48.0,38.89,2182.0,5.25,24.7,14.0
COW_1072,2,Holstein,Yes,13.3,61.8,38.49,1984.0,5.47,28.6,11.5
COW_1073,5,Holstein,Yes,14.6,60.1,38.98,1876.0,5.59,33.2,15.3
COW_1074,7,Holstein,No,35.0,68.8,39.02,729.0,6.3,24.9,51.4
COW_1075,7,Holstein,Yes,28.0,69.2,39.03,1459.0,5.51,33.8,23.4
COW_1076,9,Jersey,No,30.8,77.5,39.2,1697.0,6.85,21.4,54.3
COW_1077,2,Brown Swiss,Yes,20.3,65.5,38.75,2196.0,4.97,39.1,13.2
COW_1078,8,Holstein,Yes,18.7,45.2,39.06,1423.0,5.64,22.6,29.8
COW_1079,2,Holstein,Yes,16.1,82.9,38.8,1280.0,5.21,35.7,18.3
COW_1080,8,Holstein,Yes,22.5,55.5,38.6,1915.0,5.11,15.4,17.9
COW_1081,4,Brown Swiss,Yes,24.3,88.6,39.06,651.0,6.2,18.8,49.0
COW_1082,9,Holstein,Yes,26.4,45.9,39.01,1241.0,5.52,26.3,40.5
COW_1083,4,Holstein,No,16.7,87.9,38.75,2264.0,5.43,23.6,34.6
COW_1084,2,Holstein,Yes,34.7,44.6,39.09,2266.0,5.64,26.4,26.1
COW_1085,9,Holstein,Yes,14.4,51.6,38.79,2055.0,5.59,28.5,21.3
COW_1086,4,Holstein,No,35.1,42.3,39.16,1539.0,6.6,17.3,55.8
COW_1087,3,Holstein,Yes,10.4,75.3,39.06,1111.0,5.17,21.5,17.6
COW_1088,2,Holstein,Yes,22.5,82.5,38.66,1595.0,4.84,29.6,10.5
COW_1089,4,Brown Swiss,Yes,18.7,61.7,38.83,1750.0,5.43,24.4,19.9
COW_1090,3,Holstein,No,21.7,86.4,39.04,1349.0,5.98,30.9,54.6
COW_1091,3,Jersey,No,24.8,69.5,39.12,1283.0,6.89,20.9,70.2
COW_1092,7,Jersey,No,21.3,71.5,39.07,1880.0,6.48,26.6,58.0
COW_1093,2,Holstein,Yes,20.8,82.3,38.56,1767.0,4.98,32.4,2.4
COW_1094,3,Holstein,No,29.1,54.8,39.28,1482.0,6.08,21.6,47.3
COW_1095,7,Holstein,Yes,27.8,57.7,39.07,1933.0,5.88,15.6,38.2
COW_1096,4,Holstein,Yes,31.7,85.3,39.04,1208.0,5.74,31.9,36.5
COW_1097,5,Guernsey,Yes,16.5,85.0,38.56,1499.0,5.26,22.0,24.1
COW_1098,2,Guernsey,Yes,25.8,88.8,39.14,1484.0,5.37,24.4,31.9
COW_1099,9,Holstein,No,25.2,85.1,39.33,1493.0,5.83,22.3,51.1
COW_1100,8,Holstein,No,19.6,46.4,39.14,1470.0,6.06,24.1,46.8
COW_1101,8,Guernsey,Yes,22.6,81.2,39.02,1701.0,5.76,32.8,21.8
COW_1102,4,Jersey,Yes,18.2,60.5,38.91,1651.0,5.28,28.8,12.3
COW_1103,11,Guernsey,Yes,13.7,89.5,38.94,1471.0,5.26,27.6,13.6
COW_1104,11,Holstein,No,15.6,63.6,39.08,1809.0,5.82,29.9,43.7
COW_1105,4,Holstein,Yes,12.7,67.7,38.67,1708.0,5.57,31.1,15.9
COW_1106,3,Jersey,Yes,27.8,66.5,39.07,1978.0,5.52,22.9,19.6
COW_1107,2,Jersey,Yes,27.2,56.1,38.7,1380.0,5.89,20.8,29.0
COW_1108,8,Holstein,Yes,34.7,43.8,39.54,1312.0,6.07,19.6,49.6
COW_1109,8,Holstein,Yes,29.0,84.8,39.1,1558.0,5.76,24.8,40.4
COW_1110,3,Holstein,No,11.4,80.1,38.81,1677.0,5.45,19.7,27.9
COW_1111,8,Holstein,Yes,33.0,47.0,38.74,2025.0,5.18,27.3,33.1
COW_1112,9,Holstein,Yes,32.4,78.8,38.94,1466.0,5.8,24.1,43.7
COW_1113,2,Brown Swiss,Yes,21.5,71.3,38.69,2239.0,4.99,14.7,4.5
COW_1114,10,Holstein,Yes,25.2,60.5,38.95,1870.0,5.43,19.1,31.9
COW_1115,8,Jersey,No,35.4,52.7,39.14,1423.0,5.54,11.4,69.3
COW_1116,4,Holstein,Yes,23.8,83.0,38.87,1425.0,5.82,25.0,28.3
COW_1117,9,Jersey,Yes,33.5,75.0,38.98,1796.0,5.75,29.3,47.4
COW_1118,8,Brown Swiss,Yes,12.2,67.4,38.97,1455.0,5.61,16.9,26.5
COW_1119,9,Holstein,Yes,15.0,70.5,38.88,1775.0,5.48,19.9,17.9
COW_1120,7,Holstein,Yes,21.5,44.6,38.66,1892.0,5.6,27.9,9.9
COW_1121,10,Holstein,Yes,25.2,63.7,39.08,1431.0,6.63,18.3,64.3
COW_1122,6,Holstein,Yes,31.2,49.7,39.07,1488.0,5.87,19.5,43.5
COW_1123,4,Jersey,Yes,35.7,50.4,39.22,1245.0,6.21,25.7,57.1
COW_1124,4,Guernsey,Yes,20.1,73.1,38.96,1197.0,5.9,24.3,25.8
COW_1125,2,Holstein,Yes,11.2,85.6,38.77,2419.0,4.78,20.0,10.8
COW_1126,9,Holstein,Yes,30.8,60.2,39.12,1530.0,5.79,15.1,34.9
COW_1127,3,Holstein,Yes,25.7,50.4,38.97,1624.0,5.81,36.8,40.2
COW_1128,4,Jersey,No,15.2,72.4,38.93,1503.0,6.13,29.3,49.3
COW_1129,9,Holstein,No,22.9,83.6,39.38,1859.0,6.37,21.5,42.8
COW_1130,9,Holstein,Yes,29.3,77.4,38.91,2310.0,5.89,26.0,39.0
COW_1131,5,Holstein,Yes,30.0,83.4,38.69,1865.0,5.51,24.7,30.0
COW_1132,5,Holstein,Yes,23.0,66.8,38.97,1660.0,5.72,28.9,30.3
COW_1133,6,Holstein,Yes,17.9,77.6,39.0,1347.0,5.72,22.0,23.3
COW_1134,7,Jersey,No,35.3,47.0,39.36,974.0,6.79,19.2,72.8
COW_1135,6,Holstein,Yes,27.2,57.4,38.78,1164.0,5.25,29.9,28.8
COW_1136,8,Holstein,Yes,20.6,59.5,38.82,1504.0,5.46,35.1,25.6
COW_1137,3,Guernsey,No,17.3,65.6,39.16,1011.0,5.44,30.4,36.0
COW_1138,8,Jersey,No,29.0,86.5,39.25,1837.0,6.13,29.3,57.5
COW_1139,11,Holstein,Yes,16.3,83.7,38.79,1900.0,5.49,25.0,30.4
COW_1140,8,Holstein,Yes,14.5,46.7,38.7,1724.0,5.35,24.1,18.5
COW_1141,2,Holstein,Yes,23.8,48.6,38.8,2226.0,5.36,16.9,21.0
COW_1142,8,Holstein,Yes,17.5,57.9,38.93,1400.0,5.71,27.5,24.1
COW_1143,6,Holstein,No,26.4,54.5,39.4,1213.0,6.38,24.4,60.7
COW_1144,4,Holstein,No,13.1,70.7,39.0,1050.0,5.75,24.6,31.0
COW_1145,4,Holstein,No,27.0,85.1,39.19,1688.0,6.5,19.3,60.7
COW_1146,5,Jersey,Yes,17.4,88.1,38.75,1539.0,5.16,34.7,13.0
COW_1147,3,Holstein,No,10.0,72.7,39.3,1563.0,6.19,27.2,52.3
COW_1148,3,Jersey,Yes,13.3,81.9,38.74,2124.0,5.77,34.0,22.1
COW_1149,2,Holstein,Yes,34.3,66.3,38.86,2237.0,5.61,21.6,26.2
COW_1150,6,Brown Swiss,Yes,32.6,50.4,39.19,1617.0,6.02,21.5,42.8
COW_1151,5,Jersey,Yes,16.1,66.2,38.94,1987.0,5.11,34.7,13.5
COW_1152,11,Jersey,No,30.2,67.8,39.33,1175.0,7.05,22.2,55.1
COW_1153,3,Jersey,Yes,25.8,77.1,38.98,2226.0,5.68,22.6,35.7
COW_1154,4,Guernsey,Yes,35.2,51.0,38.88,1585.0,5.5,22.7,34.3
COW_1155,8,Holstein,Yes,19.7,58.4,38.93,1842.0,5.6,27.4,23.7
COW_1156,8,Holstein,Yes,27.7,58.2,39.36,1449.0,6.09,29.2,42.4
COW_1157,5,Holstein,Yes,11.7,88.0,39.21,2275.0,5.24,26.9,24.3
COW_1158,6,Jersey,Yes,20.3,62.2,38.79,1977.0,4.97,33.2,11.0
COW_1159,6,Jersey,No,35.1,77.8,39.31,1686.0,6.94,25.0,59.9
COW_1160,7,Holstein,Yes,24.0,77.5,38.84,1838.0,5.77,21.6,23.6
COW_1161,10,Holstein,Yes,17.5,53.3,38.67,1659.0,5.76,21.8,30.0
COW_1162,3,Holstein,Yes,13.1,68.6,38.76,2256.0,5.15,26.1,10.6
COW_1163,6,Guernsey,No,28.3,84.7,39.71,1531.0,6.63,16.4,57.9
COW_1164,4,Holstein,Yes,26.8,63.8,39.16,1390.0,6.02,23.6,31.4
COW_1165,5,Holstein,Yes,19.7,87.3,39.02,1452.0,5.33,35.8,19.6
COW_1166,11,Holstein,Yes,34.7,50.7,39.1,1700.0,5.52,25.2,37.9
COW_1167,7,Holstein,Yes,10.6,43.7,38.98,2072.0,5.78,22.6,27.5
COW_1168,9,Guernsey,Yes,17.9,84.6,38.52,2369.0,5.6,37.5,22.1
COW_1169,2,Jersey,Yes,33.9,82.4,38.98,1160.0,5.45,22.3,23.2
COW_1170,11,Jersey,Yes,18.3,89.6,38.69,1878.0,5.33,22.8,14.2
COW_1171,9,Holstein,Yes,16.6,74.0,38.83,1923.0,5.48,33.2,29.6
COW_1172,8,Holstein,Yes,23.9,86.8,39.0,1762.0,5.85,28.9,35.3
COW_1173,2,Holstein,Yes,31.4,81.3,38.75,2219.0,5.25,27.2,12.8
COW_1174,3,Jersey,Yes,12.7,82.2,38.67,2109.0,5.07,32.9,12.2
COW_1175,4,Holstein,Yes,34.5,68.5,39.06,1333.0,6.16,27.0,43.6
COW_1176,2,Holstein,Yes,30.7,59.1,38.74,1463.0,4.96,21.2,22.1
COW_1177,10,Holstein,Yes,14.7,86.7,38.86,1931.0,5.96,14.3,25.1
COW_1178,9,Guernsey,Yes,28.5,61.6,38.9,1930.0,6.23,22.0,48.4
COW_1179,3,Holstein,No,20.0,66.9,38.97,1749.0,5.29,31.7,31.4
COW_1180,10,Jersey,No,20.5,62.3,39.07,1042.0,6.23,21.6,54.3
COW_1181,8,Holstein,Yes,30.4,68.2,39.01,1280.0,5.94,27.2,42.7
COW_1182,10,Holstein,Yes,35.0,63.5,38.96,1989.0,5.68,27.6,30.7
COW_1183,7,Holstein,Yes,13.3,42.4,38.53,1742.0,4.95,18.7,13.0
COW_1184,7,Holstein,No,20.9,84.1,39.1,1569.0,6.26,21.8,52.2
COW_1185,5,Holstein,Yes,22.5,62.2,38.85,2274.0,5.16,30.4,14.2
COW_1186,11,Holstein,Yes,19.8,69.4,38.61,1391.0,5.14,23.4,20.8
COW_1187,11,Holstein,No,19.4,47.0,39.53,1380.0,6.12,21.7,57.7
COW_1188,3,Guernsey,Yes,11.4,40.2,39.07,1593.0,5.72,29.2,24.9
COW_1189,8,Holstein,No,27.8,52.3,39.15,1641.0,5.83,24.1,52.4
COW_1190,6,Jersey,Yes,21.3,75.2,38.75,2073.0,5.56,33.0,23.6
COW_1191,7,Holstein,Yes,15.1,45.0,38.86,1284.0,5.55,29.8,26.1
COW_1192,3,Jersey,No,31.2,85.4,39.07,1484.0,6.35,18.7,50.3
COW_1193,6,Holstein,Yes,30.9,50.8,38.7,1996.0,5.75,23.5,29.4
COW_1194,11,Holstein,Yes,22.6,50.2,39.09,996.0,6.39,24.5,49.0
COW_1195,5,Holstein,Yes,17.8,49.1,38.76,1838.0,5.05,35.7,16.4
COW_1196,10,Holstein,No,26.6,40.7,39.4,1066.0,6.49,20.0,66.8
COW_1197,7,Holstein,Yes,17.5,78.6,38.8,1550.0,5.37,17.7,27.3
COW_1198,3,Jersey,Yes,16.1,83.8,38.93,946.0,5.42,31.1,12.4
COW_1199,2,Guernsey,Yes,29.0,70.7,38.8,2150.0,6.11,21.9,33.1
COW_1200,6,Jersey,Yes,11.0,49.4,38.66,1698.0,4.99,20.6,21.6
COW_1201,10,Jersey,Yes,12.5,54.3,38.92,1520.0,5.63,27.6,20.9
COW_1202,7,Holstein,Yes,10.2,63.8,38.59,2004.0,5.38,33.9,11.5
COW_1203,11,Holstein,Yes,14.0,87.7,38.88,1308.0,6.27,22.5,41.3
COW_1204,8,Holstein,No,11.8,52.4,39.09,1273.0,5.99,27.8,41.7
COW_1205,6,Holstein,Yes,35.9,76.6,38.91,2142.0,5.89,28.7,40.3
